rank,avg_score,funny,think,text,synthetic_query,openalex_id,doi,publication_year,justification
513,3.0,3,3,As bitter as a trombone: Synesthetic correspondences in nonsynesthetes between tastes/flavors and musical notes,Smell Sequencing: The Role of Chemical Cues in Tasting Music,https://openalex.org/W2006443947,https://doi.org/10.3758/app.72.7.1994,2010,"The synesthetic comparison of tastes and musical notes is quirky and amusing, provoking thought about sensory experiences."
514,3.0,2,4,Machine-Learning-Based Olfactometer: Prediction of Odor Perception from Physicochemical Features of Odorant Molecules,Flavored Forecast: Predicting Weather Based on Atmospheric Scent Profiles,https://openalex.org/W2761485135,https://doi.org/10.1021/acs.analchem.7b02389,2017,"The use of machine learning in odor prediction is a humorous twist on traditional methods, making it engaging."
515,3.0,2,4,Innate and acquired tolerance to bitter stimuli in mice,Bitter Better: Examining the Role of Chemical Adaptation in Making Medicine Taste Tolerable,https://openalex.org/W2906862492,https://doi.org/10.1371/journal.pone.0210032,2018,"The study of mice and their tolerance to bitter stimuli is somewhat amusing, especially considering the implications for human taste preferences."
516,3.0,2,4,Taste reactivity as a dependent measure of the rapid formation of conditioned taste aversion: A tool for the neural analysis of taste-visceral associations.,Aroma and Aversion: Chemical Inducement of Repugnant Reactions via Malodorous Molecules,https://openalex.org/W4236331866,https://doi.org/10.1037/0735-7044.102.6.942,1988,"The idea of taste reactivity as a measure of taste aversion is both amusing and insightful, as it connects food experiences with neural processes."
517,3.0,2,4,Does the uptake of wagering inducements predict impulse betting on sport?,The Surprising Chemistry of Slot Machines: Do Olfactory Enhancers Increase Gambling Enthusiasm?,https://openalex.org/W2790178362,https://doi.org/10.1556/2006.7.2018.17,2018,"The concept of impulse betting triggered by marketing is both amusing and thought-provoking, as it reflects on human behavior and decision-making."
518,3.0,2,4,Win-Concurrent Sensory Cues Can Promote Riskier Choice,The Surprising Chemistry of Slot Machines: Do Olfactory Enhancers Increase Gambling Enthusiasm?,https://openalex.org/W2899210083,https://doi.org/10.1523/jneurosci.1171-18.2018,2018,"The idea that sensory cues can influence risky choices is both surprising and humorous, while also providing insight into decision-making processes."
519,3.0,2,4,REVIEW: Aroma of Wheat Bread Crumb,Bread and Brimstone: The Chemistry of ‘Burnt Toast Smell Syndrome’,https://openalex.org/W2144471289,https://doi.org/10.1094/cchem-06-13-0121-rw,2013,"The aroma of bread is a relatable topic, and the detailed exploration of its compounds can be amusing while also providing scientific insights."
520,3.0,2,4,"Trigeminal sensations in representative spices: Sensory characteristics, chemical compounds, salt reduction, and mechanisms of saltiness enhancement",Curry Conundrum: Investigating the Persistent Taste of Spices and Their Chemical Epitomes,https://openalex.org/W4410835557,https://doi.org/10.1016/j.tifs.2025.105112,2025,"The exploration of trigeminal sensations in spices is both amusing and insightful, as it connects sensory experiences with chemical properties."
521,3.0,2,4,There's Something in the Air: Effects of Congruent or Incongruent Ambient Odor on Consumer Decision Making,Subliminal Scents: The Effect of Understated Aromas on Decision-Making Processes,https://openalex.org/W2095214627,https://doi.org/10.1086/209447,1995,The exploration of how ambient odors affect consumer choices is intriguing and has humorous implications about our subconscious influences.
522,3.0,2,4,Murine Pheromone Proteins Constitute a Context-Dependent Combinatorial Code Governing Multiple Social Behaviors,"Eeny, Meeny, Smelly Moe: The Role of Chemical Signals in Childhood Game Rules",https://openalex.org/W2047223461,https://doi.org/10.1016/j.cell.2014.02.025,2014,The idea of pheromone proteins governing social behaviors in mice is amusing and raises interesting questions about animal behavior.
523,3.0,3,3,THE COMMUNICATION OF PLAY INTENTION: ARE PLAY SIGNALS FUNCTIONAL?,"Eeny, Meeny, Smelly Moe: The Role of Chemical Signals in Childhood Game Rules",https://openalex.org/W2077203928,https://doi.org/10.1515/semi.1975.15.3.231,1975,"The notion of play signals in animals being functional is amusing and thought-provoking, as it relates to human behavior."
524,3.0,2,4,Modeling of the oral malodor system and methods of analysis.,Halitosis Hilarity: Developing A Chemical Characterization of Comedic Breath Malodors,https://openalex.org/W191098000,,1999,"Modeling oral malodor is an interesting and somewhat funny concept, as it deals with a taboo topic scientifically."
525,3.0,2,4,"""Sweet smell of success""? The impact of pleasant artificial scents on evaluations of job applicants.",The Whiff of Wealth: How Financial Status Correlates with Chemical Components in Personal Scents,https://openalex.org/W2090533459,https://doi.org/10.1037/0021-9010.68.4.709,1983,"The impact of artificial scents on job evaluations is a humorous take on hiring practices, raising questions about superficial influences."
526,3.0,3,3,"THE CONSTITUTION OF CAPSAICIN, THE PUNGENT PRINCIPLE OF CAPSICUM.",The Spicy Spectrum: Chemically Charting the Heat Index from Mild to Mouth-Numbing,https://openalex.org/W4237707842,https://doi.org/10.1021/ja02228a011,1919,The title about the pungent principle of capsaicin is amusing due to the word 'pungent' and the historical context. It invites curiosity about the chemistry of spicy foods.
527,3.0,3,3,Evaluating a feline facial pheromone analogue to control urine spraying,Skunked: The Chemical Consequences of Being Sprayed and Methods for Scent Neutralization,https://openalex.org/W2201106518,,2000,The concept of using pheromones to control feline behavior is inherently amusing and relatable to cat owners. It also raises interesting questions about animal behavior and pheromones.
528,3.0,2,4,Gas Bubbles in Fossil Amber as Possible Indicators of the Major Gas Composition of Ancient Air,Fruity Fossils: Examining the Chemical Composition of Ancient Aromas Preserved in Amber,https://openalex.org/W2024371571,https://doi.org/10.1126/science.239.4846.1406,1988,"The concept of analyzing gas bubbles in amber to infer ancient air composition is quirky and unexpected, making it somewhat amusing. It also raises intriguing questions about ancient atmospheres."
529,3.0,3,3,1‐<i>p</i>‐Menthene‐8‐thiol: A powerful flavor impact constituent of grapefruit juice (<i>Citrus parodisi</i> M<scp>ACFAYDEN</scp>),Bitter Bites: Unveiling the Chemical Properties Making Grapefruit So Polarizing,https://openalex.org/W1977767206,https://doi.org/10.1002/hlca.19820650614,1982,"The idea of a powerful flavor compound in grapefruit juice is amusing, especially considering its low concentration. It also raises questions about flavor chemistry."
530,3.0,2,4,Precursors of typical and atypical roasted peanut flavor,Toasted Tones: Chemical Analysis of the Odor Variations in Roasted Nuts,https://openalex.org/W2088845025,https://doi.org/10.1021/jf60153a010,1967,The analysis of peanut flavor precursors is quirky and could provoke laughter due to the specificity of the topic. It also provides insights into food chemistry.
531,3.0,2,4,"Comparative analysis of aroma profiles in walnut, pecan and hickory nuts during the roasting process using E-nose, HS-SPME-GC-MS, and HS-GC-IMS",Toasted Tones: Chemical Analysis of the Odor Variations in Roasted Nuts,https://openalex.org/W4402963345,https://doi.org/10.1016/j.lwt.2024.116810,2024,The comparative analysis of nut aromas during roasting is amusing in its specificity and raises questions about flavor development.
532,3.0,2,4,The Chemistry of Fragrances,Pranksters of the Perfume World: Unraveling the Chemistry Behind Unexpected Musk,https://openalex.org/W2495369286,https://doi.org/10.1039/9781847552044,1999,"The intersection of art and science in perfumery is intriguing and has humorous potential, especially in the context of fragrance creation."
533,3.0,2,4,"Synthesis of the major pheromonal component of the Monarch butterfly (Danaus plexippus) via palladium-catalyzed 1,4-functionalization of isoprene",Waxy Wonders: The Chemical Synthesis of Pleasant Odors from Beeswax Derivatives,https://openalex.org/W2028718451,https://doi.org/10.1021/jo00170a013,1983,"The synthesis of a pheromonal component of the Monarch butterfly is quirky and could provoke laughter, while also raising scientific questions."
534,3.0,2,4,Plant-Derived Flavanol (−)Epicatechin Enhances Angiogenesis and Retention of Spatial Memory in Mice,Flavors of Forgetfulness: How Aromatic Compounds Affect Memory Retention,https://openalex.org/W1983595872,https://doi.org/10.1523/jneurosci.0914-07.2007,2007,"The concept of enhancing memory through a plant-derived flavanol is somewhat humorous due to the unexpected connection between diet and cognitive function in mice. However, it also raises interesting questions about nutrition and brain health."
535,3.0,2,4,The Cost of Sleep-Related Accidents: A Report for the National Commission on Sleep Disorders Research,Assessing the Financial Viability of Corporate Meetings Held in Sleep Pods,https://openalex.org/W193715454,https://doi.org/10.1093/sleep/17.1.84,1994,"The economic implications of sleepiness leading to accidents is a serious topic, but the absurdity of valuing human life in economic terms adds a layer of dark humor. It also raises important questions about sleep and safety."
536,3.0,2,4,"Competence, Confidence, and Gender: The Role of Objective and Subjective Financial Knowledge in Household Finance",A Quantitative Study on the Correlation Between Desk Plant Size and Employee Financial Decision-Making,https://openalex.org/W3011659123,https://doi.org/10.1007/s10834-020-09678-9,2020,"The interplay between financial knowledge and anxiety can be amusing, especially in the context of everyday financial blunders. It also encourages thought about financial literacy."
